503
x	y	r	id
0.25	0.25	0.05	1
0.22879595475183015	0.4920173003920896	0.005	-1
0.3019684118772861	0.4012235704529383	0.005	0
0.05798061298266054	0.435735626746906	0.005	1
0.2239419892397104	0.4247505033439974	0.005	2
0.23949250070404013	0.4019946217880374	0.005	3
0.050852690550385556	0.2626516448377632	0.005	4
0.37313213112718596	0.21996962855412253	0.005	5
0.33731027881809883	0.2547188515010783	0.005	6
0.06285500384364885	0.269205409649856	0.005	7
0.3429237562862097	0.01344898331059605	0.005	8
0.13649237664344976	0.2834228889671926	0.005	9
0.20189350472935624	0.16124498771788318	0.005	10
0.3094355745732145	0.07037808677289845	0.005	11
0.10848070882485149	0.05979545875806261	0.005	12
0.2979868428357498	0.4154371494443533	0.005	13
0.3470368663296745	0.4321692089359355	0.005	14
0.33764464686619894	0.049116339200111325	0.005	15
0.1080943266027491	0.30023651959104836	0.005	16
0.09572556168112467	0.11672047823575293	0.005	17
0.12352714970551322	0.05631392386281007	0.005	18
0.24699278226464705	0.3398100190457783	0.005	19
0.301881385604257	0.2155048264381417	0.005	20
0.10498618026537966	0.45140217378605535	0.005	21
0.30066313480651036	0.3872237538875105	0.005	22
0.2769788681418555	0.06915138535689042	0.005	23
0.15465106431772727	0.04350555691881428	0.005	24
0.39618727953667243	0.22023346692007228	0.005	25
0.18226204306253382	0.19830368964334064	0.005	26
0.24218279067689574	0.16318762209812765	0.005	27
0.32073505152399684	0.4158788886857458	0.005	28
0.3937079339801043	0.10066187204735638	0.005	29
0.3071126172315453	0.3179296746797749	0.005	30
0.08574327645857918	0.16268325296699745	0.005	31
0.3079832921051418	0.4943446241117845	0.005	32
0.2260401326306987	0.05335069933646781	0.005	33
0.4571678479905801	0.28723719920297724	0.005	34
0.4622441073566128	0.044625659887137764	0.005	35
0.2494541051843978	0.14036482123460006	0.005	36
0.21390967125369548	0.16227814385513625	0.005	37
0.15276416957395736	0.3645306947541959	0.005	38
0.2728071530964795	0.31362009999136126	0.005	39
0.4506379108783465	0.13179128755030695	0.005	40
0.3318091280229358	0.29297249357921823	0.005	41
0.09069742467674798	0.36295277558927036	0.005	42
0.3132399577410294	0.16176997681539806	0.005	43
0.3413902035164623	0.22112860830646291	0.005	44
0.4884346405170429	0.013590409364771822	0.005	45
0.3742469696128951	0.47276096054079	0.005	46
0.2304472365589708	0.3567095001507645	0.005	47
0.1333185339404115	0.3289711315201573	0.005	48
0.018919645479935278	0.0702168261419768	0.005	49
0.01100998590028204	0.34131810279891345	0.005	50
0.2442840292813676	0.31932057788602264	0.005	51
0.3961906804336532	0.24659652676999871	0.005	52
0.34600558062968134	0.20081164816220543	0.005	53
0.15146646317541748	0.2528613389925242	0.005	54
0.1533773894002724	0.17780533857769185	0.005	55
0.11650849487206154	0.16829517249114345	0.005	56
0.2610614115016852	0.12398623014536422	0.005	57
0.40623599104956576	0.2541420791322754	0.005	58
0.050364220482075894	0.30200957952980767	0.005	59
0.4833951068817795	0.1179981391767776	0.005	60
0.09526735042800531	0.007438707371203367	0.005	61
0.09073350172918705	0.22049510081983462	0.005	62
0.3978559243597282	0.4522872612993473	0.005	63
0.3728005384939318	0.10723472218346887	0.005	64
0.20865711206976775	0.36830853011604126	0.005	65
0.2979278336311391	0.36960325947467226	0.005	66
0.2685647673655543	0.1622312252884043	0.005	67
0.33974086647356955	0.45871953116995134	0.005	68
0.45419882808474654	0.019300573922393573	0.005	69
0.392181640769592	0.4037636854753391	0.005	70
0.1127653350429024	0.48378910528436625	0.005	71
0.40994342393107885	0.15414987869553576	0.005	72
0.2064070635223161	0.13898548568832575	0.005	73
0.30734528963329577	0.058405104391871104	0.005	74
0.14380406437479287	0.40573010407222027	0.005	75
0.44960566077779046	0.37415424094699723	0.005	76
0.3963211269488771	0.46523038875081785	0.005	77
0.45782182691905793	0.10549054083526291	0.005	78
0.02811823789920535	0.4303302657888296	0.005	79
0.2828053569183132	0.370218938831877	0.005	80
0.0445321231916469	0.31105758158642105	0.005	81
0.12696962155282562	0.34952794939739706	0.005	82
0.19498592012979826	0.040096005427494176	0.005	83
0.3408105375401254	0.11635813300213174	0.005	84
0.03904726855745975	0.2922664896545383	0.005	85
0.40443006113674224	0.37922519485930367	0.005	86
0.2920971199249664	0.04772931364815255	0.005	87
0.05780121396695024	0.12473721002282037	0.005	88
0.09624504662267172	0.32740203119483785	0.005	89
0.4470614258106176	0.2619145730568007	0.005	90
0.27648142247286334	0.15521283731061872	0.005	91
0.3728379407665023	0.27020211697889085	0.005	92
0.09579055302867427	0.022716578603000068	0.005	93
0.010693181035307971	0.22381971351541866	0.005	94
0.3959787764866413	0.47964932559285034	0.005	95
0.11990966865745423	0.21029521288589734	0.005	96
0.22315597969481016	0.03641921922927357	0.005	97
0.13382108791330072	0.4307041356513283	0.005	98
0.04858968343937536	0.13431319678902626	0.005	99
0.35862597941944424	0.4891627517117667	0.005	100
0.34130185557976084	0.03894259518831182	0.005	101
0.3269186850112005	0.08463206519038953	0.005	102
0.42632924994666666	0.009294728323780574	0.005	103
0.06592827155218593	0.09397682573094171	0.005	104
0.35279658179035234	0.41055263733123404	0.005	105
0.4398714514065944	0.13836015354560996	0.005	106
0.3362477338101366	0.13027648830557892	0.005	107
0.3814632383129855	0.15659834189302804	0.005	108
0.4341213379796507	0.305706750818785	0.005	109
0.1309488808863136	0.2615476232456099	0.005	110
0.21492346966778628	0.06583070243998237	0.005	111
0.11221651462638489	0.17824966561066682	0.005	112
0.3829136985532412	0.3884179560444381	0.005	113
0.24198354842899358	0.0524012862338527	0.005	114
0.2206848265937509	0.30564928913128475	0.005	115
0.006436163364495202	0.4614773082429703	0.005	116
0.3793051641627275	0.4397798956986686	0.005	117
0.14841373783183212	0.49111184137768105	0.005	118
0.4879147248038424	0.2640123924007485	0.005	119
0.4224692894181097	0.40776034980501324	0.005	120
0.4458908303458069	0.3498293533367865	0.005	121
0.4292545461767714	0.23588383903917756	0.005	122
0.3732464184252889	0.3068848456328141	0.005	123
0.3122318859510616	0.04165455734775535	0.005	124
0.4802709717834955	0.006975799997620116	0.005	125
0.47502436283072247	0.0332323174689267	0.005	126
0.07649149383205446	0.010553793799898046	0.005	127
0.2925058829212633	0.14468922603756554	0.005	128
0.03949859217652951	0.07549527697782138	0.005	129
0.044215412000877655	0.16343263977968578	0.005	130
0.2988658370262202	0.18773876875929071	0.005	131
0.37454550565634875	0.41233190202624787	0.005	132
0.1101534168672135	0.40717466817548237	0.005	133
0.15306829712667241	0.11085497561757376	0.005	134
0.30905576306082094	0.1357601305494567	0.005	135
0.4268918129748616	0.373508894240024	0.005	136
0.24570729343284184	0.45047299320002465	0.005	137
0.1549851253257804	0.4222482604083301	0.005	138
0.10609542450864869	0.22447125228740736	0.005	139
0.4728130580516114	0.478285966939527	0.005	140
0.28273041465664245	0.4489069261687376	0.005	141
0.04191116989949443	0.012432632669462363	0.005	142
0.42492780199355806	0.42082546488927336	0.005	143
0.17673796305479528	0.2191317005505956	0.005	144
0.15725288482860117	0.24460138748472565	0.005	145
0.3333424061141326	0.0274724250946399	0.005	146
0.17664010095968305	0.05850660026109356	0.005	147
0.16509971922180064	0.13778059112807983	0.005	148
0.18136677401457343	0.14766751840275766	0.005	149
0.19386078056018094	0.14178321471754898	0.005	150
0.07911298921030994	0.05872336164342405	0.005	151
0.4856030645292432	0.43748925255848137	0.005	152
0.2879449674007184	0.4575495831629793	0.005	153
0.036600201742467815	0.06347939459961033	0.005	154
0.06068755665235521	0.28908903636157707	0.005	155
0.4858349492808814	0.07823231018277277	0.005	156
0.4087920067722719	0.4070305185547104	0.005	157
0.4298623116396973	0.34987040331236535	0.005	158
0.29041463881775387	0.357661645841281	0.005	159
0.25884059132941745	0.0052536375578715756	0.005	160
0.4397055727662574	0.42285382126876164	0.005	161
0.06616713591708298	0.254251561350935	0.005	162
0.13862397819890387	0.2379531796019196	0.005	163
0.14844037897983664	0.21783351481866298	0.005	164
0.16056799922609052	0.31553645475328956	0.005	165
0.23558752705946762	0.18444963316699803	0.005	166
0.14436927722123166	0.46430136554077417	0.005	167
0.09308329177729951	0.24993652146341702	0.005	168
0.25628032466753603	0.03953862821323892	0.005	169
0.3461170611478406	0.2677067048938549	0.005	170
0.4642576447984886	0.06785060178933999	0.005	171
0.23648668508776982	0.17170781945272806	0.005	172
0.3776574019776456	0.2941445823402342	0.005	173
0.47891517219688295	0.28587822267634266	0.005	174
0.3242822921671116	0.09794465083834433	0.005	175
0.3037944427640705	0.10525070448958064	0.005	176
0.05813005013571357	0.1537565603486848	0.005	177
0.04993602489186588	0.4506948049573912	0.005	178
0.3956091517706779	0.4901148577108675	0.005	179
0.13790441463206266	0.27068440307208247	0.005	180
0.33959186246118056	0.07581819352318067	0.005	181
0.4180633047979957	0.3653534986516581	0.005	182
0.023835646407754797	0.4183665522900775	0.005	183
0.24557564088993733	0.09264246677679654	0.005	184
0.42738283212546246	0.3277637613489269	0.005	185
0.06770300445151191	0.3946061986592429	0.005	186
0.4852404974414485	0.17797254559126494	0.005	187
0.3162819878739829	0.08976365793107026	0.005	188
0.37794743454251944	0.04816896939638973	0.005	189
0.32735246793962486	0.03882711822710135	0.005	190
0.3058161756199628	0.017242749043665725	0.005	191
0.12379440153244169	0.18548570859809113	0.005	192
0.3624612037514077	0.06687676892005898	0.005	193
0.3231803934592715	0.34287087187622856	0.005	194
0.24817060109428282	0.1187171755586083	0.005	195
0.417980264241375	0.1816126768403216	0.005	196
0.45570332436550304	0.09084491318515933	0.005	197
0.47314528412354134	0.191984359544577	0.005	198
0.09025914218428918	0.2392902049086084	0.005	199
0.19895260646696433	0.18677531484797524	0.005	200
0.2925558345520511	0.19837769060406388	0.005	201
0.16883098576879643	0.3673316809303142	0.005	202
0.25274129359773584	0.48973773268139076	0.005	203
0.36771928301657353	0.18239796360326566	0.005	204
0.05829992287875689	0.24184699960002276	0.005	205
0.3795079352039093	0.4011030590101849	0.005	206
